congress,chamber,party_code,party_name,n_members,nominate_dim1_median,nominate_dim2_median,nominate_dim1_mean,nominate_dim2_mean
51,House,200,Republican,184,0.408,0.0555,0.4116684782608697,0.09103804347826086
51,House,356,Union Labor,1,0.181,0.139,0.181,0.139
52,President,200,Republican,1,0.268,-0.182,0.268,-0.182
52,House,100,Democrat,248,-0.32,-0.206,-0.34145748987854263,-0.2368663967611335
52,House,200,Republican,91,0.426,0.016,0.4249213483146068,0.04412359550561794
52,House,340,Populist,8,-0.159,0.9864999999999999,-0.166125,0.983625
53,President,100,Democrat,1,-0.362,-0.758,-0.362,-0.758
53,House,100,Democrat,229,-0.339,-0.2015,-0.3514956140350879,-0.2030263157894736
53,House,200,Republican,135,0.439,-0.032,0.4398421052631579,-0.0009548872180451057
53,House,329,Ind. Democrat,2,-0.21650000000000003,-0.738,-0.21650000000000003,-0.738
53,House,340,Populist,11,-0.16,0.986,-0.16463636363636364,0.8920909090909089
53,House,1060,Silver,1,-0.177,-0.067,-0.177,-0.067
54,President,100,Democrat,1,-0.362,-0.758,-0.362,-0.758
54,House,100,Democrat,107,-0.422,-0.091,-0.4220291262135923,-0.10036893203883498
54,House,200,Republican,255,0.43,0.052,0.41604347826086974,0.03907114624505927
54,House,340,Populist,9,-0.158,0.974,-0.11233333333333333,0.8963333333333333
54,House,1060,Silver,1,-0.177,-0.067,-0.177,-0.067
55,President,200,Republican,1,0.232,0.372,0.232,0.372
55,House,100,Democrat,132,-0.396,0.122,-0.38913636363636384,0.06209090909090914
55,House,200,Republican,212,0.4345,-0.047,0.4304292452830189,-0.04158962264150941
55,House,331,Ind. Republican,1,0.443,-0.085,0.443,-0.085
55,House,340,Populist,22,-0.2535,0.951,-0.24931818181818183,0.9162272727272728
55,House,354,Silver Republican,3,-0.198,0.465,-0.113,0.39266666666666666
55,House,1060,Silver,1,-0.177,-0.067,-0.177,-0.067
56,President,200,Republican,1,0.232,0.372,0.232,0.372
56,House,100,Democrat,170,-0.36,-0.01,-0.3644378698224853,-0.048976331360946763
56,House,200,Republican,197,0.442,-0.005,0.4372639593908631,-0.009670050761421297
56,House,340,Populist,7,-0.298,0.954,-0.3284285714285714,0.8594285714285714
56,House,354,Silver Republican,2,-0.124,0.2495,-0.124,0.2495
56,House,1060,Silver,1,-0.177,-0.067,-0.177,-0.067
57,President,200,Republican,2,0.3175,0.425,0.3175,0.425
57,House,100,Democrat,161,-0.3645,0.042499999999999996,-0.3685687500000002,0.012431249999999994
57,House,200,Republican,206,0.4435,-0.0635,0.4476893203883496,-0.04515048543689324
57,House,340,Populist,5,-0.284,0.542,-0.2814,0.524
57,House,354,Silver Republican,1,-0.198,0.121,-0.198,0.121
58,President,200,Republican,1,0.403,0.478,0.403,0.478
58,House,100,Democrat,182,-0.368,0.016,-0.3638522727272728,-0.03982386363636365
58,House,200,Republican,215,0.443,-0.044,0.4496869158878504,-0.006098130841121507
58,House,331,Ind. Republican,3,0.58,-0.808,0.585,-0.7813333333333333
59,President,200,Republican,1,0.403,0.478,0.403,0.478
59,House,100,Democrat,141,-0.395,-0.0075,-0.37977536231884057,-0.03878985507246376
59,House,200,Republican,262,0.444,-0.069,0.4447374517374516,-0.035725868725868776
60,President,200,Republican,1,0.403,0.478,0.403,0.478
60,House,100,Democrat,170,-0.3665,-0.009999999999999998,-0.36021428571428576,-0.05423809523809523
60,House,200,Republican,230,0.442,-0.0285,0.438486956521739,-0.0019086956521739368
60,House,331,Ind. Republican,1,0.551,-0.746,0.551,-0.746
61,President,200,Republican,1,0.175,-0.985,0.175,-0.985
61,House,100,Democrat,180,-0.365,0.018,-0.3526592178770949,-0.017905027932960903
61,House,200,Republican,222,0.432,-0.0505,0.4266936936936936,-0.035319819819819846
62,President,200,Republican,1,0.175,-0.985,0.175,-0.985
62,House,100,Democrat,237,-0.32,-0.002,-0.3254683544303797,-0.038704641350210976
62,House,200,Republican,170,0.414,-0.004,0.41353846153846174,0.030633136094674537
62,House,213,Progressive Republican,1,0.11,0.866,0.11,0.866
62,House,380,Socialist,1,0.176,0.635,0.176,0.635
63,President,100,Democrat,1,-0.398,-0.559,-0.398,-0.559
63,House,100,Democrat,305,-0.304,0.025,-0.30801328903654485,-0.045524916943521614
63,House,200,Republican,139,0.4005,0.12,0.403644927536232,0.04931884057971016
63,House,328,Independent,1,0.083,0.203,0.083,0.203
63,House,370,Progressive,9,0.29,0.557,0.28855555555555557,0.40066666666666667
64,President,100,Democrat,1,-0.398,-0.559,-0.398,-0.559
64,House,100,Democrat,235,-0.318,0.169,-0.3137905982905983,0.0823974358974359
64,House,200,Republican,200,0.4105,0.013,0.40984000000000004,-0.04439499999999999
64,House,328,Independent,1,0.083,0.203,0.083,0.203
64,House,347,Prohibitionist,1,0.026,0.591,0.026,0.591
64,House,370,Progressive,6,0.313,-0.059000000000000004,0.24583333333333332,-0.03316666666666668
64,House,380,Socialist,1,-0.026,0.512,-0.026,0.512
65,President,100,Democrat,1,-0.398,-0.559,-0.398,-0.559
65,House,100,Democrat,226,-0.312,0.201,-0.30764888888888886,0.11936444444444454
65,House,200,Republican,225,0.4,0.0,0.4080403587443945,-0.0301614349775785
65,House,331,Ind. Republican,1,0.178,0.036,0.178,0.036
65,House,347,Prohibitionist,1,0.026,0.591,0.026,0.591
65,House,370,Progressive,3,0.214,0.233,0.13433333333333333,0.29133333333333333
65,House,380,Socialist,1,-0.026,0.512,-0.026,0.512
66,President,100,Democrat,1,-0.398,-0.559,-0.398,-0.559
66,House,100,Democrat,204,-0.3195,0.2575,-0.31084803921568627,0.1200441176470589
66,House,200,Republican,248,0.4095,0.058499999999999996,0.40450000000000014,0.001862903225806465
66,House,331,Ind. Republican,1,0.194,0.981,0.194,0.981
66,House,347,Prohibitionist,1,0.026,0.591,0.026,0.591
66,House,356,Union Labor,1,-0.077,0.786,-0.077,0.786
67,President,200,Republican,1,0.445,-0.748,0.445,-0.748
67,House,100,Democrat,138,-0.312,0.4085,-0.30960869565217397,0.3182536231884059
67,House,200,Republican,313,0.403,0.041,0.39454340836012863,0.005961414790996818
67,House,331,Ind. Republican,1,0.452,-0.062,0.452,-0.062
67,House,380,Socialist,1,-0.026,0.512,-0.026,0.512
68,President,200,Republican,2,0.4205,-0.219,0.4205,-0.219
68,House,100,Democrat,218,-0.279,0.383,-0.288557603686636,0.24305990783410164
68,House,200,Republican,233,0.413,0.109,0.4071373390557938,0.05368240343347641
68,House,380,Socialist,1,0.176,0.635,0.176,0.635
68,House,537,Farmer-Labor,2,0.151,0.9884999999999999,0.151,0.9884999999999999
69,President,200,Republican,1,0.396,0.31,0.396,0.31
69,House,100,Democrat,185,-0.265,0.521,-0.28051891891891895,0.3290486486486488
69,House,200,Republican,253,0.401,0.052500000000000005,0.39469599999999994,0.008623999999999984
69,House,380,Socialist,1,0.176,0.635,0.176,0.635
69,House,523,American Labor,1,0.208,0.66,0.208,0.66
69,House,537,Farmer-Labor,3,0.151,0.988,0.075,0.9209999999999999
70,President,200,Republican,1,0.396,0.31,0.396,0.31
70,House,100,Democrat,198,-0.2655,0.523,-0.285979797979798,0.30901010101010107
70,House,200,Republican,243,0.39,0.055,0.38240248962655576,0.019983402489626538
70,House,380,Socialist,1,0.176,0.635,0.176,0.635
70,House,537,Farmer-Labor,2,0.037,0.887,0.037,0.887
71,President,200,Republican,1,,,,
71,House,100,Democrat,177,-0.265,0.515,-0.28365317919075134,0.2981618497109828
71,House,200,Republican,278,0.376,0.054,0.3688700361010829,0.014635379061371865
71,House,537,Farmer-Labor,2,-0.013999999999999999,0.349,-0.013999999999999999,0.349
72,President,200,Republican,1,,,,
72,House,100,Democrat,231,-0.249,0.503,-0.25569264069264064,0.3235974025974025
72,House,200,Republican,221,0.3775,-0.026,0.36033181818181814,-0.035872727272727285
72,House,537,Farmer-Labor,1,-0.179,-0.29,-0.179,-0.29
73,President,100,Democrat,1,-0.368,0.245,-0.368,0.245
73,House,100,Democrat,322,-0.2415,0.3105,-0.25148757763975144,0.21526397515527954
73,House,200,Republican,120,0.348,-0.2025,0.3310916666666668,-0.24065
73,House,537,Farmer-Labor,5,0.17,0.435,0.10659999999999999,0.45619999999999994
74,President,100,Democrat,1,-0.368,0.245,-0.368,0.245
74,House,100,Democrat,329,-0.243,0.166,-0.25562079510703356,0.1816330275229358
74,House,200,Republican,105,0.318,-0.243,0.30507619047619056,-0.2701238095238096
74,House,370,Progressive,7,-0.119,-0.744,-0.10757142857142858,-0.448
74,House,537,Farmer-Labor,3,-0.179,-0.29,-0.07666666666666667,0.03099999999999999
75,President,100,Democrat,1,-0.368,0.245,-0.368,0.245
75,House,100,Democrat,343,-0.239,0.1355,-0.25597058823529406,0.16920000000000007
75,House,200,Republican,94,0.318,-0.16,0.3135376344086023,-0.17730107526881714
75,House,370,Progressive,8,-0.14150000000000001,-0.5085,-0.15075,-0.42125
75,House,537,Farmer-Labor,5,-0.28,-0.936,-0.2782,-0.7458
76,President,100,Democrat,1,-0.368,0.245,-0.368,0.245
76,House,100,Democrat,276,-0.232,0.358,-0.24912454212454216,0.2743809523809525
76,House,200,Republican,178,0.3025,-0.2435,0.3081629213483146,-0.2498932584269663
76,House,370,Progressive,2,-0.101,-0.5375000000000001,-0.101,-0.5375000000000001
76,House,522,American Labor,1,-0.415,-0.91,-0.415,-0.91
76,House,537,Farmer-Labor,1,-0.268,-0.593,-0.268,-0.593
77,President,100,Democrat,1,-0.368,0.245,-0.368,0.245
77,House,100,Democrat,278,-0.2375,0.2735,-0.25759782608695647,0.26238768115942035
77,House,200,Republican,170,0.316,-0.2095,0.3129107142857142,-0.2400416666666667
77,House,329,Ind. Democrat,1,-0.302,0.6,-0.302,0.6
77,House,370,Progressive,3,-0.119,-0.744,-0.107,-0.6063333333333334
77,House,522,American Labor,1,-0.415,-0.91,-0.415,-0.91
77,House,537,Farmer-Labor,1,-0.268,-0.593,-0.268,-0.593
78,President,100,Democrat,1,-0.368,0.245,-0.368,0.245
78,House,100,Democrat,229,-0.2295,0.509,-0.24857456140350867,0.3619385964912283
78,House,200,Republican,218,0.3025,-0.267,0.30172018348623836,-0.2812614678899083
78,House,370,Progressive,2,-0.0785,-0.5085,-0.0785,-0.5085
78,House,522,American Labor,1,-0.415,-0.91,-0.415,-0.91
78,House,537,Farmer-Labor,1,0.099,-0.031,0.099,-0.031
79,President,100,Democrat,2,-0.371,0.1295,-0.371,0.1295
79,House,100,Democrat,250,-0.2575,0.404,-0.26460399999999995,0.3379000000000002
79,House,200,Republican,195,0.297,-0.243,0.3034564102564103,-0.24404615384615388
79,House,370,Progressive,1,-0.038,-0.273,-0.038,-0.273
79,House,522,American Labor,1,-0.415,-0.91,-0.415,-0.91
80,President,100,Democrat,1,-0.374,0.014,-0.374,0.014
80,House,100,Democrat,194,-0.2195,0.6275,-0.23732474226804137,0.4874587628865981
80,House,200,Republican,253,0.278,-0.3,0.28534387351778656,-0.3126600790513834
80,House,522,American Labor,2,-0.7075,-0.464,-0.7075,-0.464
81,President,100,Democrat,1,-0.374,0.014,-0.374,0.014
81,House,100,Democrat,267,-0.303,0.344,-0.27556928838951317,0.3578764044943821
81,House,200,Republican,176,0.2715,-0.2365,0.2770056818181818,-0.25428409090909093
81,House,402,Liberal,1,-0.619,-0.188,-0.619,-0.188
81,House,522,American Labor,1,-0.415,-0.91,-0.415,-0.91
82,President,100,Democrat,1,-0.374,0.014,-0.374,0.014
82,House,100,Democrat,240,-0.2855,0.4305,-0.26233333333333336,0.421
